22 15:51:46;0;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 15:51:54;1;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 15:52:01;2;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 15:52:07;3;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 15:52:14;4;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 15:52:22;5;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 15:52:32;6;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 15:52:41;7;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 15:52:50;8;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 15:52:59;9;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 15:53:08;10;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 15:53:18;11;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 15:53:28;12;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 15:53:37;13;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 15:53:47;14;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 15:53:56;15;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 15:54:05;16;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 15:54:14;17;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 15:54:24;18;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 15:54:33;19;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 15:54:42;20;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 15:54:52;21;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 15:55:01;22;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 15:55:11;23;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 15:55:20;24;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 15:55:29;25;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 15:55:39;26;2.41;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 15:55:48;27;2.41;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 15:55:57;28;2.41;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 15:56:06;29;2.41;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 15:56:16;30;2.41;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 15:56:25;31;2.41;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 15:56:34;32;2.41;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 15:56:44;33;2.41;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 15:56:53;34;2.41;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 15:57:02;35;2.41;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 15:57:12;36;2.41;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 15:57:21;37;2.41;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 15:57:30;38;2.41;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 15:57:39;39;2.41;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 15:57:49;40;2.41;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 15:57:58;41;2.41;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 15:58:07;42;2.41;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 15:58:17;43;2.41;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 15:58:27;44;2.41;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 15:58:37;45;2.41;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 15:58:47;46;2.41;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 15:58:56;47;2.41;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 15:59:06;48;2.41;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 15:59:16;49;2.41;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 15:59:26;50;2.41;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 15:59:36;51;2.41;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 15:59:46;52;2.41;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 15:59:56;53;2.41;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:00:05;54;2.41;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:00:15;55;2.41;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:00:25;56;2.41;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:00:35;57;2.41;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:00:45;58;2.41;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:00:55;59;2.41;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:01:05;3;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:01:26;61;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:01:38;62;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:01:58;63;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:02:10;64;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:02:22;65;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:02:42;66;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:02:54;67;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:03:06;68;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:03:26;69;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:03:38;70;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:03:50;71;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:04:01;72;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:04:12;73;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:04:23;74;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:04:34;75;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:04:45;76;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:04:56;77;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:05:07;78;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:05:18;79;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:05:29;80;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:05:40;81;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:05:51;82;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:06:02;83;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:06:21;84;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:06:32;85;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:06:43;86;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:07:03;87;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:07:14;88;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:07:25;89;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:07:36;90;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:07:47;91;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:08:06;92;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:08:17;93;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:08:28;94;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:08:47;95;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:08:58;96;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:09:09;97;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:09:20;98;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:09:32;99;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:09:43;100;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:09:55;101;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:10:06;102;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:10:17;103;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:10:29;104;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:10:48;105;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:10:59;106;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:11:10;107;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:11:21;108;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:11:32;109;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:11:43;110;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:11:54;111;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:12:05;112;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:12:16;113;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:12:36;114;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:12:47;115;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:12:58;116;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:13:18;117;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:13:29;118;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:13:41;119;2.41;[[-10.0, 1010.0], [-3.0, 303.0], [-1.99, 201.21], [74.37, 88.77]]
22 16:13:53;3;2.41;[[456.52, 1015.48], [-2.28, 291.48], [6.45, 201.53], [78.35, 96.15]]
22 16:14:12;121;2.41;[[456.52, 1015.48], [-2.28, 291.48], [6.45, 201.53], [78.35, 96.15]]
22 16:14:24;122;2.41;[[456.52, 1015.48], [-2.28, 291.48], [6.45, 201.53], [78.35, 96.15]]
22 16:14:38;0;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:38;1;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:38;2;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:38;3;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:38;4;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:38;5;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:38;6;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:38;7;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:38;8;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:38;9;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:38;10;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:38;11;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:38;12;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:38;13;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:38;14;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:38;15;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:38;16;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:38;17;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:38;18;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:38;19;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:38;20;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:38;21;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:38;22;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:38;23;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:39;24;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:39;25;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:39;26;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:39;27;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:39;28;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:39;29;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:39;30;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:39;31;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:39;32;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:39;33;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:39;34;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:39;35;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:39;36;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:39;37;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:39;38;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:39;39;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:39;40;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:39;41;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:39;42;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:39;43;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:39;44;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:39;45;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:39;46;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:39;47;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:39;48;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:39;49;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:39;50;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:39;51;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:39;52;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:39;53;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:39;54;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:39;55;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:39;56;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:39;57;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:39;58;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:39;59;2.42;[[0, 1000], [0, 300], [0, 200], [0, 200]]
22 16:14:39;3;2.42;[[-4.9, 895.1], [-1.55, 276.85], [6.74, 199.54], [84.67, 87.87]]
22 16:14:39;61;2.41;[[-4.9, 895.1], [-1.55, 276.85], [6.74, 199.54], [84.67, 87.87]]
22 16:14:39;62;2.41;[[-4.9, 895.1], [-1.55, 276.85], [6.74, 199.54], [84.67, 87.87]]
22 16:14:39;63;2.41;[[-4.9, 895.1], [-1.55, 276.85], [6.74, 199.54], [84.67, 87.87]]
22 16:14:39;64;2.41;[[-4.9, 895.1], [-1.55, 276.85], [6.74, 199.54], [84.67, 87.87]]
22 16:14:40;65;2.41;[[-4.9, 895.1], [-1.55, 276.85], [6.74, 199.54], [84.67, 87.87]]
22 16:14:40;66;2.41;[[-4.9, 895.1], [-1.55, 276.85], [6.74, 199.54], [84.67, 87.87]]
22 16:14:40;67;2.41;[[-4.9, 895.1], [-1.55, 276.85], [6.74, 199.54], [84.67, 87.87]]
22 16:14:40;68;2.41;[[-4.9, 895.1], [-1.55, 276.85], [6.74, 199.54], [84.67, 87.87]]
22 16:14:40;69;2.41;[[-4.9, 895.1], [-1.55, 276.85], [6.74, 199.54], [84.67, 87.87]]
22 16:14:40;70;2.41;[[-4.9, 895.1], [-1.55, 276.85], [6.74, 199.54], [84.67, 87.87]]
22 16:14:40;71;2.41;[[-4.9, 895.1], [-1.55, 276.85], [6.74, 199.54], [84.67, 87.87]]
22 16:14:40;72;2.41;[[-4.9, 895.1], [-1.55, 276.85], [6.74, 199.54], [84.67, 87.87]]
22 16:14:40;73;2.41;[[-4.9, 895.1], [-1.55, 276.85], [6.74, 199.54], [84.67, 87.87]]
22 16:14:40;74;2.41;[[-4.9, 895.1], [-1.55, 276.85], [6.74, 199.54], [84.67, 87.87]]
22 16:14:40;75;2.41;[[-4.9, 895.1], [-1.55, 276.85], [6.74, 199.54], [84.67, 87.87]]
22 16:14:40;76;2.41;[[-4.9, 895.1], [-1.55, 276.85], [6.74, 199.54], [84.67, 87.87]]
22 16:14:40;77;2.41;[[-4.9, 895.1], [-1.55, 276.85], [6.74, 199.54], [84.67, 87.87]]
22 16:14:40;78;2.41;[[-4.9, 895.1], [-1.55, 276.85], [6.74, 199.54], [84.67, 87.87]]
22 16:14:40;79;2.41;[[-4.9, 895.1], [-1.55, 276.85], [6.74, 199.54], [84.67, 87.87]]
22 16:14:40;80;2.41;[[-4.9, 895.1], [-1.55, 276.85], [6.74, 199.54], [84.67, 87.87]]
22 16:14:40;81;2.41;[[-4.9, 895.1], [-1.55, 276.85], [6.74, 199.54], [84.67, 87.87]]
22 16:14:40;82;2.41;[[-4.9, 895.1], [-1.55, 276.85], [6.74, 199.54], [84.67, 87.87]]
22 16:14:40;83;2.41;[[-4.9, 895.1], [-1.55, 276.85], [6.74, 199.54], [84.67, 87.87]]
22 16:14:40;84;2.41;[[-4.9, 895.1], [-1.55, 276.85], [6.74, 199.54], [84.67, 87.87]]
22 16:14:40;85;2.41;[[-4.9, 895.1], [-1.55, 276.85], [6.74, 199.54], [84.67, 87.87]]
22 16:14:40;86;2.41;[[-4.9, 895.1], [-1.55, 276.85], [6.74, 199.54], [84.67, 87.87]]
22 16:14:40;87;2.41;[[-4.9, 895.1], [-1.55, 276.85], [6.74, 199.54], [84.67, 87.87]]
22 16:14:40;88;2.41;[[-4.9, 895.1], [-1.55, 276.85], [6.74, 199.54], [84.67, 87.87]]
22 16:14:40;89;2.41;[[-4.9, 895.1], [-1.55, 276.85], [6.74, 199.54], [84.67, 87.87]]
22 16:14:40;90;2.41;[[-4.9, 895.1], [-1.55, 276.85], [6.74, 199.54], [84.67, 87.87]]
22 16:14:40;91;2.41;[[-4.9, 895.1], [-1.55, 276.85], [6.74, 199.54], [84.67, 87.87]]
22 16:14:40;92;2.41;[[-4.9, 895.1], [-1.55, 276.85], [6.74, 199.54], [84.67, 87.87]]
22 16:14:40;93;2.41;[[-4.9, 895.1], [-1.55, 276.85], [6.74, 199.54], [84.67, 87.87]]
22 16:14:40;94;2.41;[[-4.9, 895.1], [-1.55, 276.85], [6.74, 199.54], [84.67, 87.87]]
22 16:14:40;95;2.41;[[-4.9, 895.1], [-1.55, 276.85], [6.74, 199.54], [84.67, 87.87]]
22 16:14:40;96;2.41;[[-4.9, 895.1], [-1.55, 276.85], [6.74, 199.54], [84.67, 87.87]]
22 16:14:40;97;2.41;[[-4.9, 895.1], [-1.55, 276.85], [6.74, 199.54], [84.67, 87.87]]
22 16:14:40;98;2.41;[[-4.9, 895.1], [-1.55, 276.85], [6.74, 199.54], [84.67, 87.87]]
22 16:14:40;99;2.41;[[-4.9, 895.1], [-1.55, 276.85], [6.74, 199.54], [84.67, 87.87]]
